,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure,TotalCharges,MonthlyCharges
2790,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.7012012012012012,0.8699654285665628,0.9661601900407871
898,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0.3028028028028028,0.44344025045779434,0.8508508508508509
3965,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.7207207207207207,0.8756031416850131,0.943943943943944
5201,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.25375375375375375,0.14784143474951275,0.07657657657657657
1274,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.8178178178178178,0.9343121248853261,0.8878878878878879
2517,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0,0.06745843587948848,0.4744744744744745
6259,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0.7972972972972974,0.807014551706696,0.5825825825825826
1653,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7782782782782782,0.4563855701194757,0.15665665665665668
3432,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.9164164164164164,0.9458990692368993,0.8078078078078078
4391,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0.25375375375375375,0.2945525890790877,0.4024024024024024
993,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.27127127127127126,0.17723793157319168,0.22622622622622623
4502,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.7492492492492493,0.8556455078107442,0.8348348348348348
4187,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.5705705705705706,0.34623223223223226,0.12212212212212212
3992,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0.9164164164164164,0.8999992709191522,0.6796796796796797
3376,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.003003003003003003,0.02352352352352352
36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.18268268268268267,0.2157956583585874,0.478978978978979
1854,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.0,0.035967785967785965,0.27020149920913283
1343,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0.8378378378378378,0.8157270559823557,0.5207266089619029
6281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.1991991991991992,0.11954425467938984,0.14964964964964966
2337,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.7597597597597597,0.8680621727496726,0.91991991991992
2444,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.5225225225225225,0.7072208820842699,0.8678678678678678
7009,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.43843843843843844,0.5876223198287255,0.6441441441441442
