,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure,TotalCharges,MonthlyCharges
0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.7667667667667668,0.8929518599342424,0.9737663089507594
1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0.38388388388388384,0.494547956343665,0.8578207044183519
2,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.7832832832832832,0.8973803955853165,0.953953953953954
3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.3288288288288288,0.1873169922102059,0.05755755755755756
4,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.8623623623623624,0.9468891603948077,0.8948948948948949
5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0,0.07934143377469698,0.4119119119119119
6,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0.8458458458458458,0.8368986036835983,0.5345345345345345
7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.8318318318318318,0.5088388323573032,0.11861861861861861
8,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.9419419419419419,0.9551307851207645,0.8028028028028028
9,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0.3288288288288288,0.3485697443580368,0.35035035035035034
10,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.3488488488488488,0.22260960421867643,0.17517517517517517
11,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.8088088088088088,0.8803400072138519,0.8354023717247325
12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.6511511511511512,0.3977624895362176,0.0930930930930931
13,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0.9419419419419419,0.9172319644634774,0.648142347117105
14,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.0026958604350909117,0.017017017017017015
15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.24874874874874875,0.26347952454000806,0.4174174174174174
16,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.0,0.04111126540550297,0.22135657930867148
17,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0.8783783783783784,0.8444498249356466,0.467697161102483
18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.2702702702702703,0.1559873722204066,0.11261261261261261
19,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.8178178178178178,0.8909823956649457,0.9319319319319319
20,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.6031031031031031,0.7477403999756789,0.8750280380675108
21,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.5245245245245245,0.6282955028314923,0.6026026026026026
22,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.7667667667667668,0.765937021569547,0.4119119119119119
23,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.14314314314314314,0.1902472250179363,0.7887887887887888
24,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.3088088088088088,0.37532455460511627,0.5025966824777776
25,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.10251358588055595,0.4894894894894895
26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.8973973973973974,0.5245776917613948,0.04054054054054054
27,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3658658658658659,0.45088286920956244,0.5545545545545546
28,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.0,0.9879896937180855,0.9819819819819819
29,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.9194194194194194,0.9871853837061871,0.9879342920221434
30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.8878878878878879,0.5326447432329963,0.05755755755755756
31,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.4169169169169169,0.4948526644884944,0.542827492966508
32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.017017017017017015,0.08908908908908908
33,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.2887887887887888,0.32339676815627,0.39439690833392976
34,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.5580580580580581,0.5535823572339913,0.31922252374651194
35,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.38388388388388384,0.3551654016149265,0.2752752752752753
36,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0.9564564564564565,0.9351494442223334,0.7014336717405661
37,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.6671671671671672,0.8014488118465442,0.9156441175970073
38,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.3658658658658659,0.49661409310967436,0.8889299115724095
39,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0.6286286286286287,0.7143389677778956,0.6487203079649502
40,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.18518518518518517,0.267548157029924,0.9419419419419419
41,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.06457635827682295,0.29356401983183894
42,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.3488488488488488,0.41505063406455045,0.4636648547632266
43,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.9564564564564565,0.6170288885923692,0.14714714714714713
44,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0.6916916916916918,0.7388287301856779,0.4934934934934935
45,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.4814814814814815,0.3585186567508118,0.16616616616616617
46,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7337337337337337,0.6898273960124076,0.3401879956335401
47,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.0,0.05876280220291478,0.2696718457588022
48,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.24874874874874875,0.3204248004689805,0.6436436436436437
49,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.7427427427427428,0.8476027210084484,0.8710313404066808
50,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5660660660660661,0.5401978469763329,0.2752752752752753
51,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.8458458458458458,0.6786036724585137,0.2113384660310494
52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.18518518518518517,0.11285307584160024,0.10810810810810811
53,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.49099099099099097,0.29678701124307666,0.07457457457457457
54,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.4314314314314314,0.25017595634677026,0.06806806806806806
55,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.4314314314314314,0.5285394889890614,0.6834494395635237
56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.4574574574574575,0.31347085820417975,0.17117117117117117
57,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.5830830830830831,0.6959746654491207,0.7887887887887888
58,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1.0,1.0,1.0
59,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.3288288288288288,0.41940341892553495,0.7853783104736538
60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.4169169169169169,0.2687988056338388,0.014014014014014014
61,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0.5740740740740741,0.6955338041678706,0.7661064604350838
62,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.9194194194194194,0.9326951087325145,0.7472559454724833
63,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7587587587587588,0.6472633291006722,0.22335762504846532
64,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.6031031031031031,0.575094635689831,0.2752752752752753
65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1.0,0.5753022181094872,0.12012012012012012
66,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.8538538538538538,0.8185243994659056,0.4234337176293882
67,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.9419419419419419,0.9438790147153002,0.7820615817056602
68,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.0,0.14007117162297447,0.7807807807807807
69,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.502002002002002,0.6396261287705178,0.8168168168168168
70,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.3288288288288288,0.418222544402416,0.7472559454724833
71,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7742742742742743,0.473388830166241,0.062062062062062065
72,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0.6511511511511512,0.7768772585716816,0.8028028028028028
73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.3088088088088088,0.16833015215521846,0.06806806806806806
74,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0.8783783783783784,0.9636269087791544,0.979368939767151
75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7177177177177176,0.7408065978416634,0.47647647647647645
76,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.2702702702702703,0.34399526903759986,0.7337337337337337
77,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.4019019019019019,0.23531913923739659,0.052552552552552555
78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.14314314314314314,0.16017728164855993,0.44744744744744747
79,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.9079079079079079,0.9120531212121924,0.7107107107107107
80,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.4169169169169169,0.30717039696814563,0.19127193869886244
81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.3288288288288288,0.39903356094969705,0.5225225225225225
82,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.21921921921921922,0.20688249481860158,0.3113113113113113
83,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0.7667667667667668,0.8759067619376668,0.9269269269269269
84,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7507507507507507,0.5069534958703219,0.13113113113113112
85,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.2702702702702703,0.15396715719498735,0.04054054054054054
86,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.8388388388388388,0.7267271481896561,0.2832832832832833
87,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0.5360360360360361,0.6592113819636314,0.7174725656632335
88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.14314314314314314,0.17826343052568983,0.4274274274274274
89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.49099099099099097,0.299162726121155,0.04054054054054054
90,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.2702702702702703,0.14532099030441545,0.08908908908908908
91,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.14314314314314314,0.1741743528116037,0.4214214214214214
92,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.513013013013013,0.5835705999602884,0.5025966824777776
93,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.3088088088088088,0.4107437182792051,0.7887887887887888
94,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.4574574574574575,0.578493409674436,0.7193565484171004
95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0014279864834946037
96,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.03503385017577729,0.19389225183989464
97,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.8783783783783784,0.7653726815115339,0.30689585065614977
98,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.18518518518518517,0.27123675508665235,0.8922464844977014
99,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.4314314314314314,0.5167330516911289,0.5832023830219173
100,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0.8783783783783784,0.8323726692017801,0.4344344344344344
101,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.6751751751751751,0.4135052475710784,0.10560560560560561
102,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.7102102102102101,0.5726250002849161,0.19493465891336315
103,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.21921921921921922,0.257356840305779,0.6006006006006006
104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.47047047047047047,0.2722821688256882,0.00950950950950951
105,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.8088088088088088,0.8456904239354697,0.6694738874079582
106,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7742742742742743,0.8038188115675375,0.5565565565565566
107,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0.04804804804804805,0.23971623822064334
108,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0.6831831831831832,0.6855168591698864,0.36905064426976775
109,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.4314314314314314,0.5785832394136546,0.9141830202558089
110,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.6396396396396397,0.6807228183476595,0.4037844416021724
111,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.4169169169169169,0.507768618562154,0.7307307307307307
